name,Sex,Team,Sport,Medal,Medal_Count
Isabella Mary Moore (-Cameron),F,Great Britain,Swimming,Gold,1
Isabelle Blanc,F,France,Snowboarding,Gold,1
Isabelle Bori-Bgard,F,France,Fencing,Gold,1
Isabelle Chartrand,F,Canada,Ice Hockey,Gold,1
Isabelle Regina Werth,F,Satchmo,Equestrianism,Gold,1
Isak Abrahamsen,M,Norway,Gymnastics,Gold,1
Isamu Sonoda,M,Japan,Judo,Gold,1
Isao Inokuma,M,Japan,Judo,Gold,1
Isao Okano,M,Japan,Judo,Gold,1
Isao Yoneda,M,Japan,Gymnastics,Gold,1
Ishtiaq Ahmed,M,Pakistan,Hockey,Gold,1
"Isidor Gadar ""Jack"" Niflot",M,United States,Wrestling,Gold,1
Isidoro Ibarra,M,Argentina,Hockey,Gold,1
Isidoros Mikhas,M,"Large boat, Central Naval Prep School ""Poros""-1",Rowing,Gold,1
Islam-Beka Said-Tsilimovich Albiyev,M,Russia,Wrestling,Gold,1
Ismael Borrero Molina,M,Cuba,Wrestling,Gold,1
Ismail Abilov (-Nizamolu),M,Bulgaria,Wrestling,Gold,1
Ismail Mustafov (-Ivaylo Marinov) Huseinov (-Khristov),M,Bulgaria,Boxing,Gold,1
Isolde Frlian,F,Germany,Gymnastics,Gold,1
Israel Jean Orval Gravelle,M,Canada,Ice Hockey,Gold,1
Israel Militosyan,M,Unified Team,Weightlifting,Gold,1
Israel Sabdi Jimnez Naez,M,Mexico,Football,Gold,1
Israil Magomedgireyevich Arsamakov,M,Soviet Union,Weightlifting,Gold,1
Istvn Barta (Berger),M,Hungary,Water Polo,Gold,1
Istvn Bsti,M,Hungary,Football,Gold,1
Istvn Hasznos,M,Hungary,Water Polo,Gold,1
Istvn Hevesi,M,Hungary,Water Polo,Gold,1
Istvn Juhsz,M,Hungary,Football,Gold,1
Istvn Kausz,M,Hungary,Fencing,Gold,1
Istvn Kovcs,M,Hungary,Boxing,Gold,1
Istvn Majoros,M,Hungary,Wrestling,Gold,1
Istvn Mna,M,Hungary,Modern Pentathlon,Gold,1
Istvn Molnr,M,Hungary,Water Polo,Gold,1
Istvn Osztrics,M,Hungary,Fencing,Gold,1
Istvn Srkzi,M,Hungary,Football,Gold,1
"Istvn Szivs, Jr.",M,Hungary,Water Polo,Gold,1
Istvn Szondy,M,Hungary,Modern Pentathlon,Gold,1
Istvn Vaskuti,M,Hungary,Canoeing,Gold,1
Istvn nekes,M,Hungary,Boxing,Gold,1
Iulic Ruican,M,Romania,Rowing,Gold,1
Ivan Aleksandrovich Kalita,M,Soviet Union,Equestrianism,Gold,1
Ivan Buljubai,M,Croatia,Water Polo,Gold,1
Ivan Chandler Dresser,M,United States,Athletics,Gold,1
Ivan Elmore Brown,M,United States-1,Bobsleigh,Gold,1
"Ivan Gordon ""Ivor"" Sharpe",M,Great Britain,Football,Gold,1
Ivan Havrylovych Bohdan,M,Soviet Union,Wrestling,Gold,1
Ivan Ivanov Ivanov,M,Bulgaria,Weightlifting,Gold,1
Ivan Ivanovich Yedeshko,M,Soviet Union,Basketball,Gold,1
Ivan Kostiantynovych Deriuhin,M,Soviet Union,Modern Pentathlon,Gold,1
Ivan Leclare Eastman,M,United States,Shooting,Gold,1
Ivan Miljkovi,M,Serbia and Montenegro,Volleyball,Gold,1
Ivan Sergeyevich Tregubov,M,Soviet Union,Ice Hockey,Gold,1
Ivan Sergeyevich Ukhov,M,Russia,Athletics,Gold,1
Ivan Vasilyevich Dvorny,M,Soviet Union,Basketball,Gold,1
Ivan Vasilyevich Udodov,M,Soviet Union,Weightlifting,Gold,1
Ivan William Fuqua,M,United States,Athletics,Gold,1
Ivanka Marinova Khristova (Todorova-),F,Bulgaria,Athletics,Gold,1
Ivano Bali,M,Croatia,Handball,Gold,1
Ivano Brugnetti,M,Italy,Athletics,Gold,1
Ivans Klementjevs,M,Soviet Union,Canoeing,Gold,1
Ivar Formo,M,Norway,Cross Country Skiing,Gold,1
Ivar Stukolkin,M,Soviet Union,Swimming,Gold,1
Ivn Gabriel Heinze,M,Argentina,Football,Gold,1
Ivn Lzaro Pedroso Soler,M,Cuba,Athletics,Gold,1
Ivn Menczel,M,Hungary,Football,Gold,1
Ivn Moro Fernndez,M,Spain,Water Polo,Gold,1
Ivo Stefanoni,M,Italy,Rowing,Gold,1
Ivo Trumbi,M,Yugoslavia,Water Polo,Gold,1
Iztok Puc,M,Croatia,Handball,Gold,1
Iztok op,M,Slovenia,Rowing,Gold,1
J. Howard Taylor,M,Bona Fide,Sailing,Gold,1
Ja Dong-Min,M,South Korea,Taekwondo,Gold,1
Jaak Uudme,M,Soviet Union,Athletics,Gold,1
Jaakko Tapio Tallus,M,Finland,Nordic Combined,Gold,1
Jaan Talts,M,Soviet Union,Weightlifting,Gold,1
"Jaap Derk ""Jaap-Derk"" Buma",M,Netherlands,Hockey,Gold,1
Jacek Roman Wszoa,M,Poland,Athletics,Gold,1
"Jack Babashoff, Jr.",M,United States,Swimming,Gold,1
Jack Chapman Medica,M,United States,Swimming,Gold,1
Jack David Laugher,M,Great Britain,Diving,Gold,1
Jack Francis VanBebber,M,United States,Wrestling,Gold,1
"Jack Leonard ""Jay"" Barrs, Jr.",M,United States,Archery,Gold,1
Jack Sock,M,United States-2,Tennis,Gold,1
Jack Williamson Ragland,M,United States,Basketball,Gold,1
"Jacob ""Jake"" Wetzel",M,Canada,Rowing,Gold,1
"Jacob Arnold ""Koos"" Maasdijk",M,Netherlands,Rowing,Gold,1
Jacob Clear,M,Australia,Canoeing,Gold,1
Jacob Jorrit Bergsma,M,Netherlands,Speed Skating,Gold,1
Jacob Opdahl,M,Norway,Gymnastics,Gold,1
"Jacob Stephen ""Jake"" Varner",M,United States,Wrestling,Gold,1
Jacob Tullin Thams,M,Norway,Ski Jumping,Gold,1
"Jacob Walter ""Wally"" Byron",M,Canada,Ice Hockey,Gold,1
"Jacoba Cornelia ""Co"" Stelma",F,Netherlands,Gymnastics,Gold,1
"Jacobus Johannes ""Jacques"" van Egmond",M,Netherlands,Cycling,Gold,1
"Jacobus Matheus ""Ko"" Willems",M,Netherlands,Cycling,Gold,1
"Jacomina Elizabeth Sophia ""Mien"" van den Berg (-Schlee)",F,Netherlands,Gymnastics,Gold,1
Jacqueline Brner (-Schubert),F,Germany,Speed Skating,Gold,1
"Jacqueline Louise ""Jackie"" da Cruz Silva",F,Brazil-1,Beach Volleyball,Gold,1
Jacques Baptiste Lebrun,M,France,Sailing,Gold,1
Jacques Cariou,M,France,Equestrianism,Gold,1
Jacques Coutrot,M,France,Fencing,Gold,1
Jacques Dimont,M,France,Fencing,Gold,1
Jacques Dupont,M,France,Cycling,Gold,1
Jacques Marie Thub,M,Mac Miche,Sailing,Gold,1
Jacques Martin Ochs,M,Belgium,Fencing,Gold,1
Jacques Nol,M,France,Fencing,Gold,1
Jagjit Singh Kular,M,India,Hockey,Gold,1
Jahangir Ahmed Butt,M,Pakistan,Hockey,Gold,1
Jaipal Singh Munda,M,India,Hockey,Gold,1
"Jakob ""Jack"" Gnthard",M,Switzerland,Gymnastics,Gold,1
Jakob Brendel,M,Germany,Wrestling,Gold,1
Jakob Erckrath de Bary,M,Germany,Fencing,Gold,1
"James ""Jim"" Hartung",M,United States,Gymnastics,Gold,1
"James ""Jimmy"" Feigen",M,United States,Swimming,Gold,1
"James ""Jimmy"" Foster",M,Great Britain,Ice Hockey,Gold,1
James Alexander Macnabb,M,Great Britain,Rowing,Gold,1
"James Aloysius Bernard ""Jim"" Bausch",M,United States,Athletics,Gold,1
"James Andrew ""Jimmy"" Borland",M,Great Britain,Ice Hockey,Gold,1
James Andrew Byrnes,M,Canada,Rowing,Gold,1
James Angus Gillan,M,Leander Club-1,Rowing,Gold,1
James Angus Gillan,M,Magdalen College Boat Club-1,Rowing,Gold,1
"James Benner ""Jim"" Juvenal",M,Vesper Boat Club,Rowing,Gold,1
James Brendan Bennet Connolly,M,United States,Athletics,Gold,1
"James Burge ""Jim"" McMillin",M,United States,Rowing,Gold,1
James Clark Bunten,M,Hera-1,Sailing,Gold,1
"James Downey ""Jim"" Craig",M,United States,Ice Hockey,Gold,1
"James E. ""Jim"" Day",M,Canada,Equestrianism,Gold,1
"James Edmund ""Jim"" Shea, Jr.",M,United States,Skeleton,Gold,1
"James Edward ""Jim"" Gorman",M,United States,Shooting,Gold,1
"James Edward Harden, Jr.",M,United States,Basketball,Gold,1
James F. Pike,M,Great Britain-1,Shooting,Gold,1
"James Felton ""Jim"" Boyd",M,United States,Boxing,Gold,1
"James Francis ""Jimmy"" Quinn",M,United States,Athletics,Gold,1
"James Fred Robert ""Dick"" Sargeant",M,Barrenjoey,Sailing,Gold,1
James Frederick DeGale,M,Great Britain,Boxing,Gold,1
"James H. ""Jim"" King",M,United States,Basketball,Gold,1
"James Hawley ""Jim"" Hunt",M,Minotaur,Sailing,Gold,1
James Henry Jones,M,Upton Park FC,Football,Gold,1
"James Herbert ""Jim"" Hardy",M,United States,Rowing,Gold,1
"James Higginson ""Jim"" Weekes",M,Llanoria,Sailing,Gold,1
"James Hopkins Smith, Jr.",M,Llanoria,Sailing,Gold,1
"James Howard ""Jim"" Blair",M,United States,Rowing,Gold,1
James J. Steen,M,New York Athletic Club-1,Water Polo,Gold,1
"James Jay ""J. J."" O'Brien",M,United States-1,Bobsleigh,Gold,1
"James Patrick ""Jim"" Walsh",M,United States,Basketball,Gold,1
"James Paul ""Jim"" Fitzpatrick",M,United States,Rugby,Gold,1
"James Ralph ""Jim"" Dunbar",M,United States,Rowing,Gold,1
"James Randel ""Randy"" Matson",M,United States,Athletics,Gold,1
"James Randolph ""Jamie"" Benn",M,Canada,Ice Hockey,Gold,1
"James Robert ""Bob"" Wyman",M,Great Britain,Ice Hockey,Gold,1
"James Robert ""Jim"" Elder",M,Canada,Equestrianism,Gold,1
James Sherman Jett,M,United States,Athletics,Gold,1
"James Showers ""Jim"" Flanigan",M,Vesper Boat Club,Rowing,Gold,1
"James Stillman ""Babe"" Rockefeller",M,United States,Rowing,Gold,1
"James Theodore ""Jim"" Workman",M,United States,Rowing,Gold,1
"James Thomas ""Jim"" Fifer",M,United States,Rowing,Gold,1
James Thompson,M,South Africa,Rowing,Gold,1
"James Wallace ""Wally"" O'Connor",M,United States,Swimming,Gold,1
"James Wiliam ""Jimmy"" Chappell",M,Great Britain,Ice Hockey,Gold,1
"James William ""Jimmy"" Kirkwood",M,Great Britain,Hockey,Gold,1
"James William George ""Bill"" Roycroft",M,Australia,Equestrianism,Gold,1
Jamie A. Korab,M,Canada,Curling,Gold,1
Jamie Alan Staff,M,Great Britain,Cycling,Gold,1
Jamie Louise Anderson,F,United States,Snowboarding,Gold,1
Jamie Lynn Beyerle-Gray (-Corkish),F,United States,Shooting,Gold,1
Jamie Rae Sal (-Pelletier),F,Canada-1,Figure Skating,Gold,1
Jamie Raymond Dwyer,M,Australia,Hockey,Gold,1
Jan Antoni Szczepaski,M,Poland,Boxing,Gold,1
"Jan Baptist Jozef ""Tiest"" van Gestel",M,Netherlands,Archery,Gold,1
Jan Berger,M,Czechoslovakia,Football,Gold,1
Jan Blokhuijsen,M,Netherlands,Speed Skating,Gold,1
Jan Egil Storholt,M,Norway,Speed Skating,Gold,1
Jan Fredrik Modin,M,Sweden,Ice Hockey,Gold,1
Jan Frodeno,M,Germany,Triathlon,Gold,1
Jan Jindra,M,Czechoslovakia,Rowing,Gold,1
Jan Johansen,M,Norway,Canoeing,Gold,1
"Jan Joseph ""Joep"" Packbiers",M,Netherlands,Archery,Gold,1
Jan Jozef Alfons Franciscus Krekels,M,Netherlands,Cycling,Gold,1
Jan Kowalczyk,M,Poland,Equestrianism,Gold,1
Jan Krka,M,Czechoslovakia,Shooting,Gold,1
Jan Marcus Posthuma,M,Netherlands,Volleyball,Gold,1
Jan Olsen stervold (Austevold-),M,Atlanta,Sailing,Gold,1
Jan Peter Tewes,M,Germany,Hockey,Gold,1
Jan Philipp Rabente,M,Germany,Hockey,Gold,1
Jan Schur,M,East Germany,Cycling,Gold,1
Jan Ullrich,M,Germany,Cycling,Gold,1
Jan Vandrey,M,Germany,Canoeing,Gold,1
Jan Wils,M,Netherlands,Art Competitions,Gold,1
Jan aloun,M,Czech Republic,Ice Hockey,Gold,1
Jan elezn,M,Czechoslovakia,Athletics,Gold,1
Jan-Marco Montag,M,Germany,Hockey,Gold,1
Jan-Ove Waldner,M,Sweden,Table Tennis,Gold,1
Jana Sorgers (-Rau),F,East Germany,Rowing,Gold,1
Jana Sorgers (-Rau),F,Germany,Rowing,Gold,1
Jana Thieme (-Ullrich),F,Germany,Rowing,Gold,1
Jane Ellen Swagerty (-Hill),F,United States,Swimming,Gold,1
Jane Mary Elizabeth Bullen (-Holderness-Roddam),F,Great Britain,Equestrianism,Gold,1
Janelson dos Santos Carvalho,M,Brazil,Volleyball,Gold,1
Janet Theresa Moreau (-Stone),F,United States,Athletics,Gold,1
Jang Ji-Won,F,South Korea,Taekwondo,Gold,1
Jang Mi-Ran,F,South Korea,Weightlifting,Gold,1
Jang Ri-Ra,F,South Korea,Handball,Gold,1
Jang Won-Sam,M,South Korea,Baseball,Gold,1
Jani Markus Soininen,M,Finland,Ski Jumping,Gold,1
"Janice ""Jan"" Betker",F,Canada,Curling,Gold,1
Janice Faye Lawrence (-Braxton),F,United States,Basketball,Gold,1
Janice Rankin (Watt-),F,Great Britain,Curling,Gold,1
Janne Lundblad,M,Sweden,Equestrianism,Gold,1
Janne Petteri Lahtela,M,Finland,Freestyle Skiing,Gold,1
Janne Reidar Stefansson,M,Sweden,Cross Country Skiing,Gold,1
Jannick Green Krejberg,M,Denmark,Handball,Gold,1
Janusz Gerard Pyciak-Peciak,M,Poland,Modern Pentathlon,Gold,1
Janusz Tadeusz Kusociski,M,Poland,Athletics,Gold,1
Jari Markus Puikkonen,M,Finland,Ski Jumping,Gold,1
Jari Sakari Mantila,M,Finland,Nordic Combined,Gold,1
Jaromr Jgr,M,Czech Republic,Ice Hockey,Gold,1
Jaroslav Kulhav,M,Czech Republic,Cycling,Gold,1
Jaroslav Skobla,M,Czechoslovakia,Weightlifting,Gold,1
Jaroslav paek,M,Czech Republic,Ice Hockey,Gold,1
Jasa Veremalua,M,Fiji,Rugby Sevens,Gold,1
Jasey-Jay Anderson,M,Canada,Snowboarding,Gold,1
Jasna Kolar-Merdan,F,Yugoslavia,Handball,Gold,1
Jasna Ptujec,F,Yugoslavia,Handball,Gold,1
Jasna ekari (Brajkovi-),F,Yugoslavia,Shooting,Gold,1
Jason Grgory Lamy-Chappuis,M,France,Nordic Combined,Gold,1
Jason John Gardener,M,Great Britain,Athletics,Gold,1
Jason Paul Queally,M,Great Britain,Cycling,Gold,1
Jason Read,M,United States,Rowing,Gold,1
Jason Rouser,M,United States,Athletics,Gold,1
Jaswant Singh Rajput,M,India,Hockey,Gold,1
Javier Corts Granados,M,Mexico,Football,Gold,1
Javier Ignacio Aquino Carmona,M,Mexico,Football,Gold,1
Javier Pedro Saviola Fernndez,M,Argentina,Football,Gold,1
Javier Sotomayor Sanabria,M,Cuba,Athletics,Gold,1
"Jay Clark, Jr.",M,United States,Shooting,Gold,1
Jay Daniel Bouwmeester,M,Canada,Ice Hockey,Gold,1
"Jay Gould, II",M,United States,Jeu De Paume,Gold,1
Jay Joseph Hoyland Arnette,M,United States,Basketball,Gold,1
Jay Paul Mortenson,M,United States,Swimming,Gold,1
"Jaycie Lynn Phelps (-McClure, -Marus)",F,United States,Gymnastics,Gold,1
Jayne Torvill (-Christensen),F,Great Britain-1,Figure Skating,Gold,1
Jean Auguste Boiteux,M,France,Swimming,Gold,1
Jean Baptiste Albert Joseph Cau,M,Cercle de l'Aviron Roubaix-4,Rowing,Gold,1
Jean Baptiste Marie Gustave Saack,M,France,Art Competitions,Gold,1
Jean Collas,M,Union des Socits Franais de Sports Athletiques,Rugby,Gold,1
Jean De Bie,M,Belgium,Football,Gold,1
Jean Fouconnier,M,France,Shooting,Gold,1
Jean Galfione,M,France,Athletics,Gold,1
Jean Georges Marie Teulre,M,France,Equestrianism,Gold,1
Jean Grard Saint-Fort Paillard,M,France,Equestrianism,Gold,1
Jean Henri Deglane,M,France,Wrestling,Gold,1
Jean Herv,M,Union des Socits Franais de Sports Athletiques,Rugby,Gold,1
Jean Joseph Delarge,M,Belgium,Boxing,Gold,1
Jean Lesieur,M,L'Aile VI,Sailing,Gold,1
Jean Marie Shiley (-Newhouse),F,United States,Athletics,Gold,1
Jean Maurice Laudet,M,France,Canoeing,Gold,1
Jean Pierre Gaston Cugnot,M,France,Cycling,Gold,1
Jean Raoul Clina Andr Vuarnet,M,France,Alpine Skiing,Gold,1
Jean Reich,M,Switzerland,Shooting,Gold,1
Jean Sylvain Despeaux,M,France,Boxing,Gold,1
Jean Wicki,M,Switzerland-1,Bobsleigh,Gold,1
Jean-Christophe Andr Jrme Rolland,M,France,Rowing,Gold,1
Jean-Christophe Bette,M,France,Rowing,Gold,1
Jean-Christophe Thouvenel,M,France,Football,Gold,1
Jean-Claude Lemoult,M,France,Football,Gold,1
Jean-Claude Magnan,M,France,Fencing,Gold,1
Jean-Frdric Chapuis,M,France,Freestyle Skiing,Gold,1
Jean-Jacques Guyon,M,France,Equestrianism,Gold,1
Jean-Louis Zanon,M,France,Football,Gold,1
Jean-Luc Brassard,M,Canada,Freestyle Skiing,Gold,1
Jean-Luc Crtier,M,France,Alpine Skiing,Gold,1
Jean-Marcel Rozier,M,France,Equestrianism,Gold,1
Jean-Michel Henry,M,France,Fencing,Gold,1
Jean-Michel Lucenay,M,France,Fencing,Gold,1
Jean-Michel Monin,M,France,Cycling,Gold,1
Jean-Nol Ferrari,M,France,Fencing,Gold,1
Jean-Philippe Rohr,M,France,Football,Gold,1
Jean-Pierre Andr Vidal,M,France,Alpine Skiing,Gold,1
Jean-Pierre Bernard Andr Amat,M,France,Shooting,Gold,1
Jean-Yves le Droff,M,France,Sailing,Gold,1
Jeanette Bolden,F,United States,Athletics,Gold,1
"Jeanette Josephina Maria ""Nettie"" Witziers-Timmer",F,Netherlands,Athletics,Gold,1
Jeanne Ann Flanagan,F,United States,Rowing,Gold,1
Jeanne Courtney Hallock (-Craig),F,United States,Swimming,Gold,1
Jeannette Eleanor Altwegg (-Wirz),F,Great Britain,Figure Skating,Gold,1
Jeannie Longo-Ciprelli,F,France,Cycling,Gold,1
"Jedward Richard ""Jed"" Graef",M,United States,Swimming,Gold,1
Jefferson Leonardo Prez Quezada,M,Ecuador,Athletics,Gold,1
"Jeffery Malcolm ""Jeff"" Stork",M,United States,Volleyball,Gold,1
"Jeffrey ""Jeff"" Henderson",M,United States,Athletics,Gold,1
Jeffrey Adam Everett,M,United States,Baseball,Gold,1
"Jeffrey Carl ""Jeff"" Blatnick",M,United States,Wrestling,Gold,1
"Jeffrey J. ""Jeff"" Carter",M,Canada,Ice Hockey,Gold,1
"Jeffrey James ""Jeff"" Float",M,United States,Swimming,Gold,1
"Jeffrey Stephen ""Jeff"" Turner",M,United States,Basketball,Gold,1
"Jeffrey Victor ""Jeff"" Archibald",M,New Zealand,Hockey,Gold,1
"Jeffrey Vincent ""Jeff"" Mullins",M,United States,Basketball,Gold,1
Jelena Ovchinnikova-ebukina,F,Soviet Union,Volleyball,Gold,1
Jemima Jelagat Sumgong,F,Kenya,Athletics,Gold,1
"Jen Arhand ""Gene"" Hmori",M,Hungary,Fencing,Gold,1
Jen Brandi (Brandeiski),M,Hungary,Water Polo,Gold,1
Jen Buznszky,M,Hungary,Football,Gold,1
Jen Dalnoki,M,Hungary,Football,Gold,1
Jeneba Sylvia Tarmoh,F,United States,Athletics,Gold,1
Jennie Fletcher (-Hyslop),F,Great Britain,Swimming,Gold,1
Jennie Lynn Finch (-Daigle),F,United States,Softball,Gold,1
"Jennifer ""Jenn"" Stuczynski-Suhr",F,United States,Athletics,Gold,1
"Jennifer Dorothy June ""Jenn"" Wakefield",F,Canada,Ice Hockey,Gold,1
Jennifer Gillom,F,United States,Basketball,Gold,1
Jennifer Heil,F,Canada,Freestyle Skiing,Gold,1
"Jennifer Jo ""Jenny"" Kempf",F,United States,Swimming,Gold,1
Jennifer Judith Jones,F,Canada,Curling,Gold,1
Jennifer Kay Bellamy Chandler,F,United States,Diving,Gold,1
Jennifer Leigh Hooker (-Brinegar),F,United States,Swimming,Gold,1
Jennifer Lyn Brundage,F,United States,Softball,Gold,1
"Jennifer Lynn ""Jenny"" Schmidgall-Potter",F,United States,Ice Hockey,Gold,1
Jennifer Lynn Azzi,F,United States,Basketball,Gold,1
"Jennifer Margaret ""Jenny"" Armstrong",F,Australia,Sailing,Gold,1
Jennifer Marie Capriati,F,United States,Tennis,Gold,1
Jennifer Yvonne McFalls,F,United States,Softball,Gold,1
Jennison Heaton,M,United States,Skeleton,Gold,1
Jenny Louise Topping,F,United States,Softball,Gold,1
Jenny Rissveds,F,Sweden,Cycling,Gold,1
Jens Doberschtz,M,East Germany,Rowing,Gold,1
Jens Mller,M,East Germany,Luge,Gold,1
Jens Peder Villiam Andreas Pedersen,M,Denmark,Football,Gold,1
Jens Steinigen,M,Germany,Biathlon,Gold,1
Jens Weiflog,M,East Germany,Ski Jumping,Gold,1
Jeon Byeong-Gwan,M,South Korea,Weightlifting,Gold,1
Jeon Da-Hye,F,South Korea,Short Track Speed Skating,Gold,1
Jeon Gi-Yeong,M,South Korea,Judo,Gold,1
Jeon In-Su,M,South Korea,Archery,Gold,1
Jeong Dae-Hyeon,M,South Korea,Baseball,Gold,1
Jeong Geun-U,M,South Korea,Baseball,Gold,1
Jeong Ji-Hyeon,M,South Korea,Wrestling,Gold,1
Jeong So-Yeong,F,South Korea-2,Badminton,Gold,1
"Jeremiah Alfred ""Al"" LeConey",M,United States,Athletics,Gold,1
"Jeremy Louis ""Jerry"" Page",M,United States,Boxing,Gold,1
Jeremy Porter Linn,M,United States,Swimming,Gold,1
"Jeremy Robert ""Jim"" Fox",M,Great Britain,Modern Pentathlon,Gold,1
Jeroen Dubbeldam,M,Netherlands,Equestrianism,Gold,1
Jeroen Tarquinis Cornelis Duyster,M,Netherlands,Rowing,Gold,1
"Jerome Alan ""Jerry"" West",M,United States,Basketball,Gold,1
Jerome Cousins Biffle,M,United States,Athletics,Gold,1
Jerry Franklin Shipp,M,United States,Basketball,Gold,1
Jerry Ray Lucas,M,United States,Basketball,Gold,1
Jerzy Adam Kraska,M,Poland,Football,Gold,1
Jerzy Mieczysaw Kaczmarek,M,Poland,Fencing,Gold,1
Jerzy Pawe Gorgo,M,Poland,Football,Gold,1
Jerzy Rybicki,M,Poland,Boxing,Gold,1
Jerzy Wadysaw Pawowski,M,Poland,Fencing,Gold,1
Jesper Nddesbo,M,Denmark,Handball,Gold,1
Jesper Seier,M,Denmark,Sailing,Gold,1
Jess Miguel Rolln Prada,M,Spain,Water Polo,Gold,1
Jesse Banard Renick,M,United States,Basketball,Gold,1
"Jesse William ""John"" Mashburn",M,United States,Athletics,Gold,1
Jessica Adele Hardy (-Meichtry),F,United States,Swimming,Gold,1
Jessica Marie Steffens,F,United States,Water Polo,Gold,1
Jessica Mendoza (-Burks),F,United States,Softball,Gold,1
Jessica Phyllis Ennis-Hill,F,Great Britain,Athletics,Gold,1
Jessica Rossi,F,Italy,Shooting,Gold,1
Jevaughn Minzie,M,Jamaica,Athletics,Gold,1
Ji Daler,M,Czechoslovakia,Cycling,Gold,1
Ji Dopita,M,Czech Republic,Ice Hockey,Gold,1
Ji Havlis,M,Czechoslovakia,Rowing,Gold,1
Ji Raka,M,Czechoslovakia,Ski Jumping,Gold,1
Ji Xinpeng,M,China,Badminton,Gold,1
Ji lgr (Bubla-),M,Czech Republic,Ice Hockey,Gold,1
Jia Zhanbo,M,China,Shooting,Gold,1
Jiang Ying,F,China,Volleyball,Gold,1
Jiang Yuyuan,F,China,Gymnastics,Gold,1
Jiao Liuyang,F,China,Swimming,Gold,1
Jiichiro Date,M,Japan,Wrestling,Gold,1
Jill Bakken (-Linder),F,United States-2,Bobsleigh,Gold,1
Jill Officer Hinchey,F,Canada,Curling,Gold,1
Jill Savery,F,United States,Synchronized Swimming,Gold,1
Jill Sudduth,F,United States,Synchronized Swimming,Gold,1
Jimmy Butler III,M,United States,Basketball,Gold,1
Jin Gab-Yong,M,South Korea,Baseball,Gold,1
Jin Ziwei,F,China,Rowing,Gold,1
Jindich Svoboda,M,Czechoslovakia,Football,Gold,1
Jlius Torma,M,Czechoslovakia,Boxing,Gold,1
Jn Zachara,M,Czechoslovakia,Boxing,Gold,1
"Jnis ""John"" Konrads",M,Australia,Swimming,Gold,1
Jnis Lsis,M,Soviet Union,Athletics,Gold,1
Jnis ipurs,M,Soviet Union-1,Bobsleigh,Gold,1
Jnos Farkas,M,Hungary,Football,Gold,1
Jnos Garay,M,Hungary,Fencing,Gold,1
Jnos Konrd,M,Hungary,Water Polo,Gold,1
Jnos Parti,M,Hungary,Canoeing,Gold,1
Jnos Urnyi,M,Hungary,Canoeing,Gold,1
Jnos Varga,M,Hungary,Wrestling,Gold,1
Jo Hae-Ri,F,South Korea,Short Track Speed Skating,Gold,1
Jo Min-Seon,F,South Korea,Judo,Gold,1
Jo Qesem Ayela Aleh,F,New Zealand,Sailing,Gold,1
Joachim Dreifke,M,East Germany,Rowing,Gold,1
Joachim Jerzy Marx,M,Poland,Football,Gold,1
Joachim Kunz,M,East Germany,Weightlifting,Gold,1
Joachim Mattern,M,East Germany,Canoeing,Gold,1
Joachim Rademacher,M,Germany,Water Polo,Gold,1
Joachim Spremberg,M,Germany,Rowing,Gold,1
Joachim Werner,M,Germany,Rowing,Gold,1
Joan Benoit (-Samuelson),F,United States,Athletics,Gold,1
Joan Cynthia Harrison (-Breetzke),F,South Africa,Swimming,Gold,1
Joan Elizabeth McCusker (Inglis-),F,Canada,Curling,Gold,1
Joanna Dove Hayes,F,United States,Athletics,Gold,1
Joanne Kylie Fox,F,Australia,Water Polo,Gold,1
Joaquim Carvalho Cruz,M,Brazil,Athletics,Gold,1
Joaqun Capilla Prez,M,Mexico,Diving,Gold,1
Joaqun Menini,M,Argentina,Hockey,Gold,1
Jocelyne Dawn Marie Larocque,F,Canada,Ice Hockey,Gold,1
Jochen Babock,M,East Germany-1,Bobsleigh,Gold,1
Jochen Bachfeld,M,East Germany,Boxing,Gold,1
Jochen Pietzsch,M,East Germany-1,Luge,Gold,1
Jochen Schmann,M,Germany,Sailing,Gold,1
Joel Gonzlez Bonilla,M,Spain,Taekwondo,Gold,1
Joel Ladd Thomas,M,United States,Swimming,Gold,1
"Joginder ""Gindi"" Singh",M,India,Hockey,Gold,1
Johan Adolf Sundkvist,M,Sweden,Athletics,Gold,1
Johan Arvid Konstantin Knppel,M,Sweden,Shooting,Gold,1
Johan August Anker,M,Magda IX,Sailing,Gold,1
Johan August Anker,M,Norna,Sailing,Gold,1
Johan Erik Friborg,M,Sweden,Cycling,Gold,1
Johan Gabriel Oxenstierna af Korsholm och Wasa,M,Sweden,Modern Pentathlon,Gold,1
Johan Georg Harmenberg (kerman-),M,Sweden,Fencing,Gold,1
Johan Gunnar Gren (Olsson-),M,Sweden,Football,Gold,1
Johan Hagbart Pedersen Grttumsbraaten,M,Norway,Cross Country Skiing,Gold,1
Johan Harald Alfred Wallin,M,Kitty-1,Sailing,Gold,1
